tree	subject	relation	object	class
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  ) 	 ( VBN intended ) 	 ( NP  ( NNS change )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT the )   ( NN church )  ) 	 ( VBN intended ) 	 ( NP  ( NNP hill )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP anne )  ) 	 ( VBN intended ) 	 ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBZ be ) 	 ( NP  ( DT the )   ( NN congregation )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT the )   ( NN church )  ) 	 ( VBN intended ) 	 ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP anne )  ) 	 ( VBZ be ) 	 ( PP  ( IN by )   ( NP  ( NNP hill )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBN intended ) 	 ( PP  ( IN by )   ( NP  ( NNP hill )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP anne )  ) 	 ( VBZ be ) 	 ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  ) 	 ( VBN intended ) 	 ( NP  ( DT the )   ( NN congregation )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT the )   ( NN church )  ) 	 ( VBZ be ) 	 ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBN intended ) 	 ( NP  ( DT the )   ( NN congregation )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT the )   ( NN church )  ) 	 ( VBN intended ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT the )   ( NN church )  ) 	 ( VBN intended ) 	 ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP anne )  ) 	 ( VBN intended ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBZ be ) 	 ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBZ be ) 	 ( NP  ( DT the )   ( NN congregation )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBN intended ) 	 ( NP  ( NNS change )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  ) 	 ( VBZ be ) 	 ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBZ be ) 	 ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBN intended ) 	 ( PP  ( IN by )   ( NP  ( NNP hill )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBZ be ) 	 ( PP  ( IN by )   ( NP  ( NNP hill )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  ) 	 ( VBN intended ) 	 ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  ) 	 ( VBZ be ) 	 ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP anne )  ) 	 ( VBZ be ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBN intended ) 	 ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBZ be ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBZ be ) 	 ( NP  ( NNS change )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  ) 	 ( VBZ be ) 	 ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  ) 	 ( VBN intended ) 	 ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT the )   ( NN church )  ) 	 ( VBZ be ) 	 ( PP  ( IN by )   ( NP  ( NNP hill )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP anne )  ) 	 ( VBN intended ) 	 ( PP  ( IN by )   ( NP  ( NNP hill )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  )   ( VP  ( VBZ be )   ( ADJP  ( JJ wary )   ( PP  ( IN of )   ( NP  ( NP  ( NNS change )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT The )   ( JJ secretary/music )   ( NN director )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN church )  )   ( , , )   ( NP  ( NNP anne )  )   ( , , )  )  )  ) 	 ( VBN intended ) 	 ( NP  ( NP  ( DT the )   ( NN congregation )  )   ( VP  ( VBN intended )   ( PP  ( IN by )   ( NP  ( NNP hill )  )  )  )  ) 	0
