@relation rillof.triples.sentences.txt-weka.filters.unsupervised.attribute.NumericToBinary-R5

@attribute tree string
@attribute subject string
@attribute relation string
@attribute object string
@attribute class_binarized {0,1}

@data
' ( ROOT ( S ( NP ( NN crucible ) ( NN steel ) ) ( VP ( VBZ be ) ( NP ( NP ( NN steel ) ) ( VP ( VBN made ) ( PP ( IN by ) ( NP ( NP ( NP ( DT the ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NN molten ) ) ( VP ( VBD wrought ) ( NP ( NN iron ) ( CC and ) ( NN charcoal ) ) ) ) ) ) ( CC and ) ( CC and ) ( NP ( NP ( JJ other ) ( NNS substance ) ) ( PP ( IN in ) ( NP ( DT a ) ( NN crucible ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN steel ) ) ',' ( VB Wrought ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN curtain ) ) ( VP ( VBZ be ) ( VP ( VBG hanging ) ( NP ( NP ( NN cloth ) ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( DT a ) ( JJ blind ) ) ) ) ) ) ) ) ) ',' ( NP ( NN cloth ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN cushitic ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN group ) ) ( PP ( IN of ) ( NP ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( NNP ethiopia ) ( CC and ) ( NNP somalia ) ) ) ) ) ( CC and ) ( NP ( NP ( JJ northwestern ) ( NNP kenya ) ) ( CC and ) ( NP ( JJ adjacent ) ( NNS region ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN demonstration ) ) ( VP ( VBZ be ) ( NP ( NP ( NN proof ) ) ( PP ( IN by ) ( NP ( NP ( NP ( DT a ) ( NN process ) ) ( PP ( IN of ) ( NP ( NN argument ) ) ) ) ( CC or ) ( NP ( NP ( DT a ) ( NN series ) ) ( PP ( IN of ) ( NP ( NP ( NN proposition ) ) ( VP ( VBG proving ) ( SBAR ( S ( NP ( DT an ) ) ( VP ( VBD asserted ) ( NP ( NN conclusion ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT an ) ) ',' ( VB Asserted ) ',' ( NP ( NN conclusion ) ) ',0
' ( ROOT ( S ( NP ( NN dictum ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN opinion ) ) ( VP ( VBN voiced ) ( PP ( IN by ) ( S ( NP ( NP ( DT a ) ( NN judge ) ) ( PP ( IN on ) ( NP ( NP ( DT a ) ( NN point ) ) ( PP ( IN of ) ( NP ( NN law ) ) ) ) ) ) ( RB not ) ( VP ( VP ( ADVP ( RB directly ) ) ( VBG bearing ) ( PP ( IN on ) ( NP ( NP ( DT the ) ( NN case ) ) ( PP ( IN in ) ( NP ( NN question ) ) ) ) ) ) ( CC and ) ( ADVP ( RB therefore ) ) ( VP ( RB not ) ( VBG binding ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT an ) ( NN opinion ) ) ',' ( VB Voiced ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN dike ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN barrier ) ) ( VP ( VBN constructed ) ( S ( VP ( VP ( TO to ) ( VP ( VB contain ) ( NP ( NP ( DT the ) ( NN flow ) ) ( PP ( IN of ) ( NP ( NN water ) ) ) ) ) ) ( CC or ) ( VP ( TO to ) ( VP ( VB keep ) ( PRT ( RP out ) ) ( NP ( DT the ) ( NN sea ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN barrier ) ) ',' ( VB Constructed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN drapery ) ) ( VP ( VBZ be ) ( VP ( VBG hanging ) ( NP ( NP ( NN cloth ) ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( DT a ) ( JJ blind ) ) ) ) ) ) ) ) ) ',' ( NP ( NN cloth ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN dravidian ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ large ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( ADJP ( JJ south ) ( CC and ) ( JJ central ) ) ( NNP india ) ( CC and ) ( NNP Sri ) ( NNP Lanka ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN dravidic ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ large ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( ADJP ( JJ south ) ( CC and ) ( JJ central ) ) ( NNP india ) ( CC and ) ( NNP Sri ) ( NNP Lanka ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN drop ) ( NN cloth ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN curtain ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN lowered ) ( CC and ) ( VBN raised ) ( PP ( IN onto ) ( NP ( NP ( DT a ) ( NN stage ) ) ( PP ( IN from ) ( NP ( DT the ) ( NNS flies ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN stage ) ) ( PP ( IN from ) ( NP ( DT the ) ( NNS flies ) ) ) ) ',' ( VB Lowered ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN dust ) ( NN sheet ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ large ) ( NN piece ) ) ( PP ( IN of ) ( NP ( NP ( NN cloth ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB cover ) ( NP ( NP ( NN furniture ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( RB not ) ( PP ( IN in ) ( NP ( NP ( NN use ) ) ( PP ( IN for ) ( NP ( DT a ) ( JJ long ) ( NN period ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN cloth ) ) ',' ( VB Usedtocover ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN eggplant ) ) ( VP ( VBZ be ) ( NP ( NP ( NP ( JJ hairy ) ( JJ upright ) ( NN herb ) ) ( UCP ( ADJP ( JJ native ) ( PP ( TO to ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC but ) ( VP ( ADVP ( RB widely ) ) ( VBN cultivated ) ( PP ( IN for ) ( NP ( JJ southeastern ) ( NNP asia ) ( JJ large ) ( JJ glossy ) ( JJ edible ) ( NN fruit ) ) ) ) ) ) ( VP ( ADVP ( RB commonly ) ) ( VBN used ) ( PP ( IN as ) ( NP ( DT a ) ( NN vegetable ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ hairy ) ( JJ upright ) ( NN herb ) ) ( UCP ( ADJP ( JJ native ) ( PP ( TO to ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC but ) ( VP ( ADVP ( RB widely ) ) ( VBN cultivated ) ( PP ( IN for ) ( NP ( JJ southeastern ) ( NNP asia ) ( JJ large ) ( JJ glossy ) ( JJ edible ) ( NN fruit ) ) ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN elaeocarpaceae ) ) ( VP ( VBZ be ) ( NP ( NP ( NN genus ) ) ( PP ( IN of ) ( NP ( NP ( NNS tree ) ( CC and ) ( NNS shrub ) ) ( VP ( ADVP ( RB widely ) ) ( VBN distributed ) ( PP ( IN in ) ( NP ( NP ( JJ warm ) ( NNS region ) ) ( NP ( DT some ) ( NN yielding ) ( JJ useful ) ( NN timber ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS tree ) ( CC and ) ( NNS shrub ) ) ',' ( VB Distributed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN elaeocarpus ) ( NN family ) ) ( VP ( VBZ be ) ( NP ( NP ( NN genus ) ) ( PP ( IN of ) ( NP ( NP ( NNS tree ) ( CC and ) ( NNS shrub ) ) ( VP ( ADVP ( RB widely ) ) ( VBN distributed ) ( PP ( IN in ) ( NP ( NP ( JJ warm ) ( NNS region ) ) ( NP ( DT some ) ( NN yielding ) ( JJ useful ) ( NN timber ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS tree ) ( CC and ) ( NNS shrub ) ) ',' ( VB Distributed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN exponent ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ mathematical ) ( NN notation ) ) ( VP ( VBG indicating ) ( NP ( NP ( DT the ) ( NN number ) ) ( PP ( IN of ) ( NP ( NP ( NNS times ) ) ( SBAR ( S ( NP ( DT a ) ( NN quantity ) ) ( VP ( VBZ be ) ( VP ( VBN multiplied ) ( PP ( IN by ) ( NP ( PRP itself ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( PRP itself ) ) ',' ( VB Multiplied ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN adiantaceae ) ) ( VP ( VBZ be ) ( VP ( VBN used ) ( PP ( IN in ) ( NP ( NP ( DT some ) ( NN classification ) ( NNS system ) ) ( PP ( IN for ) ( NP ( NP ( DT some ) ( NN genus ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN family ) ( NN polypodiaceae ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT some ) ( NN classification ) ( NNS system ) ) ( PP ( IN for ) ( NP ( NP ( DT some ) ( NN genus ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN family ) ( NN polypodiaceae ) ) ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN asteraceae ) ) ( VP ( VBZ be ) ( NP ( NP ( NNS plant ) ) ( PP ( IN with ) ( NP ( NP ( NNS head ) ) ( VP ( VBN composed ) ( PP ( IN of ) ( NP ( NP ( JJ many ) ( NNS floret ) ) ( : : ) ( NP ( NN aster ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS head ) ) ',' ( VB Composed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN boraginaceae ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( RB widely ) ( VBN distributed ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS plant ) ) ( VP ( VBN distinguished ) ( PP ( IN by ) ( NP ( NP ( JJ circinate ) ( NNS flower ) ) ( CC and ) ( NP ( JJ nutlike ) ( NN fruit ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS plant ) ) ',' ( VB Distinguished ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN business ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN corporation ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( ADVP ( RB entirely ) ) ( VP ( VBN owned ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NNS member ) ) ( PP ( IN of ) ( NP ( DT a ) ( JJ single ) ( NN family ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NNS member ) ) ( PP ( IN of ) ( NP ( DT a ) ( JJ single ) ( NN family ) ) ) ) ',' ( VB Owned ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN carpinaceae ) ) ( VP ( VBZ be ) ( VP ( VBN used ) ( PP ( IN in ) ( NP ( NP ( DT some ) ( NN classification ) ( NNS system ) ) ( PP ( IN for ) ( NP ( DT the ) ( NN genus ) ) ) ) ) ( NP-TMP ( NP ( NNP carpinus ) ( CC and ) ( NNP ostryopsis ) ) ( CC and ) ( ADVP ( CC and ) ) ( NP ( NNP ostryopsis ) ) ) ) ) ) ) ',' ( NP ( NP ( DT some ) ( NN classification ) ( NNS system ) ) ( PP ( IN for ) ( NP ( DT the ) ( NN genus ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN compositae ) ) ( VP ( VBZ be ) ( NP ( NP ( NNS plant ) ) ( PP ( IN with ) ( NP ( NP ( NNS head ) ) ( VP ( VBN composed ) ( PP ( IN of ) ( NP ( NP ( JJ many ) ( NNS floret ) ) ( : : ) ( NP ( NN aster ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS head ) ) ',' ( VB Composed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN hylobatidae ) ) ( VP ( VBZ be ) ( VP ( VBN used ) ( PP ( IN in ) ( NP ( NP ( DT some ) ( NNS classification ) ) ( PP ( IN for ) ( NP ( DT the ) ( JJR lesser ) ( NNS ape ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT some ) ( NNS classification ) ) ( PP ( IN for ) ( NP ( DT the ) ( JJR lesser ) ( NNS ape ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NN jassidae ) ) ( VP ( VBZ be ) ( NP ( NP ( NN family ) ) ( PP ( IN of ) ( NP ( JJ small ) ( NNS leafhopper ) ) ) ( SBAR ( S ( VP ( VBP coextensive ) ( UCP ( PP ( IN with ) ( NP ( DT the ) ( NNP cicadellidae ) ) ) ( CC and ) ( RB not ) ( ADJP ( VBN distinguished ) ( PP ( IN from ) ( NP ( NP ( PRP it ) ) ( PP ( IN in ) ( NP ( DT some ) ( NNS classification ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( PRP it ) ) ( PP ( IN in ) ( NP ( DT some ) ( NNS classification ) ) ) ) ',' ( VB Distinguished ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN family ) ( NNS elaeocarpaceae ) ) ( VP ( VBZ be ) ( NP ( NP ( NN genus ) ) ( PP ( IN of ) ( NP ( NP ( NNS tree ) ( CC and ) ( NNS shrub ) ) ( VP ( ADVP ( RB widely ) ) ( VBN distributed ) ( PP ( IN in ) ( NP ( NP ( JJ warm ) ( NNS region ) ) ( NP ( DT some ) ( NN yielding ) ( JJ useful ) ( NN timber ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS tree ) ( CC and ) ( NNS shrub ) ) ',' ( VB Distributed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN farley ) ( NN maidenhair ) ( NN fern ) ) ( VP ( VBZ be ) ( VP ( VBN named ) ( PP ( IN for ) ( NP ( NP ( DT a ) ( NN country ) ( NN house ) ) ( PP ( IN in ) ( NP ( NNP barbados ) ) ) ) ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( VP ( VBD be ) ( VP ( VBN discovered ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN country ) ( NN house ) ) ( PP ( IN in ) ( NP ( NNP barbados ) ) ) ) ',' ( VB Named ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN farley ) ( NN maidenhair ) ) ( VP ( VBZ be ) ( VP ( VBN named ) ( PP ( IN for ) ( NP ( NP ( DT a ) ( NN country ) ( NN house ) ) ( PP ( IN in ) ( NP ( NNP barbados ) ) ) ) ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( VP ( VBD be ) ( VP ( VBN discovered ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN country ) ( NN house ) ) ( PP ( IN in ) ( NP ( NNP barbados ) ) ) ) ',' ( VB Named ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN fatality ) ) ( VP ( VBD be ) ( NP ( NN victim ) ) ) ) ) ',' ( NP ( NN fatality ) ) ',' ( VB Be ) ',' ( NP ( NN victim ) ) ',1
' ( ROOT ( S ( NP ( NN feminism ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN movement ) ) ( VP ( VBN aimed ) ( PP ( IN at ) ( NP ( NP ( JJ equal ) ( NNS right ) ) ( PP ( IN for ) ( NP ( NNS woman ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN movement ) ) ',' ( VB Aimed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN fence ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN barrier ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ serves ) ( S ( VP ( TO to ) ( VP ( VB enclose ) ( NP ( DT an ) ( NN area ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT an ) ( NN area ) ) ',' ( VB Enclose ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN fertiliser ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ( NN substance ) ) ( PP ( JJ such ) ( IN as ) ( NP ( NP ( NN manure ) ) ( CC or ) ( NP ( DT a ) ( NN mixture ) ) ) ) ( PP ( IN of ) ( NP ( NP ( NNS nitrate ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB make ) ( S ( NP ( NN soil ) ) ( ADJP ( RBR more ) ( JJ fertile ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS nitrate ) ) ',' ( VB Usedtomake ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN fertilizer ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ( NN substance ) ) ( PP ( JJ such ) ( IN as ) ( NP ( NP ( NN manure ) ) ( CC or ) ( NP ( DT a ) ( NN mixture ) ) ) ) ( PP ( IN of ) ( NP ( NP ( NNS nitrate ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB make ) ( S ( NP ( NN soil ) ) ( ADJP ( RBR more ) ( JJ fertile ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS nitrate ) ) ',' ( VB Usedtomake ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN fly ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN opening ) ) ( PP ( IN in ) ( NP ( NP ( DT a ) ( NN garment ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN closed ) ( PP ( PP ( IN by ) ( NP ( DT a ) ( NN zipper ) ) ) ( CC or ) ( PP ( IN by ) ( NP ( NP ( NNS button ) ) ( VP ( VBN concealed ) ( PP ( IN under ) ( NP ( NP ( DT a ) ( NN fold ) ) ( PP ( IN of ) ( NP ( NN cloth ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS button ) ) ',' ( VB Concealed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN footman ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN man ) ) ( VP ( VP ( VBN employed ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN servant ) ) ( PP ( IN in ) ( NP ( DT a ) ( JJ large ) ( NN establishment ) ) ) ) ) ( S ( VP ( TO to ) ( VP ( VB run ) ( NP ( NNS errand ) ) ) ) ) ) ( CC and ) ( VP ( VBP do ) ( NP ( NNS chore ) ) ) ) ) ) ) ) ',' ( NP ( NNS errand ) ) ',' ( VB Employed ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN footman ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN man ) ) ( VP ( VP ( VBN employed ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN servant ) ) ( PP ( IN in ) ( NP ( DT a ) ( JJ large ) ( NN establishment ) ) ) ) ) ( S ( VP ( TO to ) ( VP ( VB run ) ( NP ( NNS errand ) ) ) ) ) ) ( CC and ) ( VP ( VBP do ) ( NP ( NNS chore ) ) ) ) ) ) ) ) ',' ( NP ( NNS errand ) ) ',' ( VB Run ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',0
' ( ROOT ( S ( NP ( NN footwear ) ) ( VP ( VBZ be ) ( NP ( NP ( NN clothing ) ) ( VP ( VBN worn ) ( PP ( IN on ) ( NP ( DT a ) ( NNS person ) ( NNS foot ) ) ) ) ) ) ) ) ',' ( NP ( NN clothing ) ) ',' ( VB Worn ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN foundation ) ( NN garment ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ womans ) ( NN undergarment ) ) ( VP ( VBN worn ) ( S ( VP ( TO to ) ( VP ( VB give ) ( NP ( NN shape ) ) ( PP ( TO to ) ( NP ( NP ( DT the ) ( NNS contour ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN body ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( JJ womans ) ( NN undergarment ) ) ',' ( VB Worntogive ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN foundation ) ( NN stone ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN stone ) ) ( VP ( VBN laid ) ( PP ( IN at ) ( NP ( DT a ) ( NN ceremony ) ) ) ( S ( VP ( TO to ) ( VP ( VB mark ) ( NP ( NP ( DT the ) ( NN founding ) ) ( PP ( IN of ) ( NP ( DT a ) ( JJ new ) ( NN building ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN stone ) ) ',' ( VB Laidtomark ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN foundation ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ womans ) ( NN undergarment ) ) ( VP ( VBN worn ) ( S ( VP ( TO to ) ( VP ( VB give ) ( NP ( NN shape ) ) ( PP ( TO to ) ( NP ( NP ( DT the ) ( NNS contour ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN body ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( JJ womans ) ( NN undergarment ) ) ',' ( VB Worntogive ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN ful ) ) ( VP ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNP fulani ) ) ( PP ( IN of ) ( NP ( NNP west ) ( NNP africa ) ) ) ) ) ) ) ) ) ( CC and ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN lingua ) ( NN franca ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ sub-Saharan ) ( NNS region ) ) ) ) ) ( PP ( IN from ) ( NP ( NNP senegal ) ) ) ( PP ( TO to ) ( NP ( NNP chad ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN lingua ) ( NN franca ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ sub-Saharan ) ( NNS region ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN fula ) ) ( VP ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNP fulani ) ) ( PP ( IN of ) ( NP ( NNP west ) ( NNP africa ) ) ) ) ) ) ) ) ) ( CC and ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN lingua ) ( NN franca ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ sub-Saharan ) ( NNS region ) ) ) ) ) ( PP ( IN from ) ( NP ( NNP senegal ) ) ) ( PP ( TO to ) ( NP ( NNP chad ) ) ) ) ) ) ) ',' ( NP ( NNP senegal ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN function ) ) ( VP ( VBZ be ) ( NP ( DT a ) ( JJ mathematical ) ( NN relation ) ) ( PP ( JJ such ) ) ( SBAR ( IN that ) ( S ( NP ( NP ( DT each ) ( NN element ) ) ( PP ( IN of ) ( NP ( DT a ) ( VBN given ) ( NN set ) ) ) ) ( VP ( VBZ be ) ( VP ( VBN associated ) ( PP ( IN with ) ( NP ( NP ( DT an ) ( NN element ) ) ( PP ( IN of ) ( NP ( DT another ) ( NN set ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT an ) ( NN element ) ) ( PP ( IN of ) ( NP ( DT another ) ( NN set ) ) ) ) ',' ( VB Associated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN garden ) ( NN plant ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( NN variety ) ) ( PP ( IN of ) ( NP ( NP ( NNS plant ) ) ( VP ( ADVP ( RB usually ) ) ( VBN grown ) ( ADVP ( RB especially ) ) ( PP ( IN in ) ( NP ( DT a ) ( NN flower ) ( CC or ) ( NN herb ) ( NN garden ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS plant ) ) ',' ( VB Grown ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN gas ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( ADJP ( JJ volatile ) ( JJ flammable ) ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NNS hydrocarbon ) ) ( VP ( VBN derived ) ( PP ( IN from ) ( NP ( NN petroleum ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS hydrocarbon ) ) ',' ( VB Derived ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN gasoline ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( ADJP ( JJ volatile ) ( JJ flammable ) ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NNS hydrocarbon ) ) ( VP ( VBN derived ) ( PP ( IN from ) ( NP ( NN petroleum ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS hydrocarbon ) ) ',' ( VB Derived ) ',' ( NP ( NN thing ) ) ',1
